SUBKEY,LUMAPCODE,TIMESTEP
55_75_20526_2,245,5
55_37_20139_3,246,5
55_125_20027_4,247,5
55_69_20375_3,248,5
55_51_20205_2,249,5
55_67_20254_4,250,5
55_67_20034_1,251,5
55_99_20496_4,252,5
55_41_20022_1,253,5
55_41_20390_4,254,5
55_99_20532_3,255,5
55_69_20426_2,256,5
55_73_20743_1,257,5
55_99_20022_3,258,5
55_83_20030_1,259,5
55_69_20354_3,260,5
55_51_20091_4,261,5
55_83_20431_4,262,5
55_99_20464_4,263,5
55_31_20239_3,264,5
55_69_20175_1,265,5
55_99_20496_1,266,5
55_99_20467_4,267,5
55_3_20297_3,268,5
55_99_20486_3,269,5
55_31_20313_2,270,5
55_69_20438_4,271,5
55_51_20228_2,272,5
55_51_20359_3,273,5
55_7_20040_1,274,5
55_69_20369_1,275,5
55_113_20200_4,276,5
55_51_20060_2,277,5
55_125_20379_4,278,5
55_3_20345_4,279,5
55_7_20039_4,280,5
55_99_20527_1,281,5
55_7_20716_3,282,5
55_85_20022_1,283,5
55_67_20444_2,284,5
55_99_20526_1,285,5
55_73_20645_4,286,5
55_51_20140_1,287,5
55_3_20529_2,288,5
55_85_20213_2,289,5
55_85_20130_3,290,5
55_51_20386_4,291,5
55_41_20417_2,292,5
55_69_20384_1,293,5
55_77_20213_3,294,5
55_13_20003_1,295,5
55_107_20126_1,296,5
55_119_29022_2,297,5
55_37_20165_1,298,5
55_51_20162_1,299,5
55_129_20255_1,300,5
55_41_29016_1,301,5
55_3_20002_2,302,5
55_75_20584_4,303,5
55_3_20097_2,304,5
55_99_20437_2,305,5
55_99_20571_1,306,5
55_89_20002_4,307,5
55_85_20466_3,308,5
55_3_20041_3,309,5
55_37_20249_3,310,5
55_113_20607_4,311,5
55_3_20609_1,312,5
55_75_20681_4,313,5
55_51_20074_1,314,5
55_3_20638_1,315,5
55_75_20358_1,316,5
55_85_20013_1,317,5
55_51_20399_3,318,5
55_7_20203_1,319,5
55_51_20425_3,320,5
55_37_20228_2,321,5
55_137_20205_4,322,5
55_7_20708_3,323,5
55_113_20474_2,324,5
55_41_20396_2,325,5
55_75_20291_2,326,5
55_41_20212_2,327,5
55_67_20392_3,328,5
55_75_20656_1,329,5
55_85_20032_1,330,5
55_99_20541_1,331,5
55_41_29032_3,332,5
55_85_20584_1,333,5
55_13_20420_1,334,5
55_75_20472_4,335,5
55_99_20541_4,336,5
55_85_20579_2,337,5
55_85_20575_3,338,5
55_41_20346_1,339,5
55_37_20017_1,340,5
55_99_29025_2,341,5
55_113_20451_1,342,5
55_85_20397_3,343,5
55_125_20505_3,344,5
55_83_20457_2,345,5
55_51_20411_3,346,5
55_119_20426_1,347,5
55_75_20615_1,348,5
55_99_20358_2,349,5
55_3_20113_2,350,5
55_85_20417_1,351,5
55_78_20095_2,352,5
55_125_20211_2,353,5
55_113_20147_2,354,5
55_141_20120_4,355,5
55_31_20657_2,356,5
55_85_20102_4,357,5
55_99_20358_1,358,5
55_51_20018_2,359,5
55_3_20585_1,360,5
55_7_20396_3,361,5
55_85_20423_1,362,5
55_19_20595_4,363,5
55_141_20283_4,364,5
55_7_20519_1,365,5
55_85_20227_1,366,5
55_41_20417_4,367,5
55_113_20223_3,368,5
55_41_20236_3,369,5
55_129_20399_2,370,5
55_81_20160_4,371,5
55_95_20131_1,372,5
55_53_20279_2,373,5
55_31_20467_4,374,5
55_57_20046_4,375,5
55_125_20217_2,376,5
55_31_20611_2,377,5
55_13_20282_1,378,5
55_53_20279_1,379,5
55_43_20419_2,380,5
55_1_20312_2,381,5
55_31_20444_2,382,5
55_57_20046_1,383,5
55_85_20469_4,384,5
55_137_20267_1,385,5
55_81_20017_2,386,5
55_81_20432_3,387,5
55_53_20420_3,388,5
55_81_20463_3,389,5
55_1_20210_1,390,5
55_13_20436_4,391,5
55_81_20421_4,392,5
55_31_20708_3,393,5
55_85_20078_1,394,5
55_13_20436_2,395,5
55_83_20429_1,396,5
55_53_20371_4,397,5
55_137_20267_3,398,5
55_125_20462_3,399,5
55_85_20469_3,400,5
55_57_20255_3,401,5
55_7_20086_4,402,5
55_125_20377_3,403,5
55_13_20372_2,404,5
55_53_20418_4,405,5
55_75_20687_1,406,5
55_81_20115_3,407,5
55_1_20133_3,408,5
55_1_20060_4,409,5
55_7_20764_3,410,5
55_85_20223_1,411,5
55_1_20071_3,412,5
55_1_20249_4,413,5
55_5_20073_2,414,5
55_109_20276_3,415,5
55_81_20418_4,416,5
55_31_20356_1,417,5
55_31_20609_1,418,5
55_85_20631_1,419,5
55_129_20228_3,420,5
55_137_20220_1,421,5
55_85_20223_3,422,5
55_1_20207_3,423,5
55_115_20404_2,424,5
55_1_20179_1,425,5
55_97_20025_4,426,5
55_57_20283_4,427,5
55_75_20010_1,428,5
55_78_20095_4,429,5
55_29_20477_1,430,5
55_81_20226_2,431,5
55_81_20444_2,432,5
55_85_20308_4,433,5
55_53_20102_4,434,5
55_75_20350_4,435,5
55_125_20323_2,436,5
55_81_20434_4,437,5
55_19_20219_1,438,5
55_85_20505_3,439,5
55_85_20194_4,440,5
55_141_20404_1,441,5
55_75_20524_2,442,5
55_137_20293_2,443,5
55_57_20393_1,444,5
55_53_20401_3,445,5
55_81_20044_1,446,5
55_57_20393_4,447,5
55_99_20137_2,448,5
55_19_20442_3,449,5
55_1_20255_3,450,5
55_85_20308_2,451,5
55_57_20345_2,452,5
55_29_20511_4,453,5
55_57_20329_2,454,5
55_53_20470_2,455,5
55_129_20070_1,456,5
55_137_20071_1,457,5
55_7_20424_3,458,5
55_57_20392_3,459,5
55_85_20331_1,460,5
55_53_20175_3,461,5
55_97_20236_4,462,5
55_111_20324_4,463,5
55_135_20186_4,464,5
55_57_20283_1,465,5
55_141_20283_3,466,5
55_81_20044_4,467,5
55_137_20060_1,468,5
55_19_20571_1,469,5
55_125_20450_4,470,5
55_135_20360_4,471,5
55_135_20183_4,472,5
55_81_20141_3,473,5
55_81_20369_1,474,5
55_19_20410_1,475,5
55_81_20252_3,476,5
55_35_20322_2,477,5
55_85_20032_4,478,5
55_7_20268_2,479,5
55_1_20248_1,480,5
55_53_20510_1,481,5
55_125_20390_2,482,5
55_125_20446_3,483,5
55_81_20210_2,484,5
55_19_20428_1,485,5
55_53_20470_4,486,5
55_35_20293_1,487,5
55_53_20429_1,488,5
55_19_20383_2,489,5
55_29_20483_4,490,5
55_29_20083_4,491,5
55_29_20015_3,492,5
55_89_20001_2,493,5
55_115_20414_2,494,5
55_29_20015_1,495,5
55_71_20162_2,496,5
55_71_20384_3,497,5
55_78_20055_3,498,5
55_125_20091_4,499,5
55_78_20209_2,500,5
55_78_20107_4,501,5
55_78_20211_3,502,5
55_7_20718_2,503,5
55_67_20373_4,504,5
55_78_20210_4,505,5
55_78_20004_3,506,5
55_23_20283_3,507,5
55_121_20247_2,508,5
55_53_20162_4,509,5
55_49_20038_1,510,5
55_123_20138_2,511,5
55_93_20178_2,512,5
55_111_20401_3,513,5
55_121_20076_2,514,5
55_123_20277_2,515,5
55_137_20219_1,516,5
55_17_20430_1,517,5
55_65_20173_1,518,5
55_129_20145_1,519,5
55_33_20414_1,520,5
55_45_20087_3,521,5
55_43_20562_1,522,5
55_65_20252_1,523,5
55_93_20041_4,524,5
55_63_20100_2,525,5
55_13_20437_1,526,5
55_33_20198_4,527,5
55_51_20101_4,528,5
55_75_20500_2,529,5
55_7_20286_3,530,5
55_19_20497_1,531,5
55_119_20441_4,532,5
55_41_20175_2,533,5
55_7_20573_3,534,5
55_53_20277_1,535,5
55_1_20032_4,536,5
55_99_29011_1,537,5
55_3_20531_3,538,5
55_113_20469_4,539,5
55_75_20593_2,540,5
55_7_20392_4,541,5
55_41_20130_4,542,5
55_57_20413_1,543,5
55_35_20022_3,544,5
55_19_20489_4,545,5
55_78_20205_2,546,5
55_129_20004_4,547,5
55_13_20219_1,548,5
55_97_20333_2,549,5
55_51_20336_2,550,5
55_81_20422_2,551,5
55_141_20201_3,552,5
55_113_20532_1,553,5
55_5_20386_3,554,5
55_69_20235_4,555,5
55_129_20465_1,556,5
55_7_20455_3,557,5
55_31_20517_1,558,5
55_83_20393_4,559,5
55_125_20437_1,560,5
55_53_20277_4,561,5
55_119_20311_2,562,5
55_7_20636_2,563,5
55_113_20363_4,564,5
55_125_20384_1,565,5
55_53_20459_3,566,5
55_113_20470_3,567,5
55_75_20143_2,568,5
55_19_20111_2,569,5
55_97_20124_4,570,5
55_115_20027_2,571,5
55_57_20047_4,572,5
55_53_20438_3,573,5
55_3_20642_1,574,5
55_57_20385_2,575,5
55_41_20318_1,576,5
55_13_20402_2,577,5
55_19_20121_4,578,5
55_125_29012_4,579,5
55_53_20263_2,580,5
55_69_20390_3,581,5
55_125_20230_2,582,5
55_119_20087_2,583,5
55_7_20684_1,584,5
55_115_20105_4,585,5
55_78_20007_3,586,5
55_75_20729_4,587,5
55_95_20097_4,588,5
55_85_20265_3,589,5
55_1_20208_4,590,5
55_97_20187_1,591,5
55_119_20040_3,592,5
55_19_20021_4,593,5
55_3_20217_3,594,5
55_7_20472_2,595,5
55_97_20159_3,596,5
55_13_20040_2,597,5
55_119_20231_4,598,5
55_135_20085_2,599,5
55_53_20421_3,600,5
55_17_20517_1,601,5
55_115_20018_2,602,5
55_33_20125_1,603,5
55_78_20128_4,604,5
55_75_20291_1,605,5
55_141_20230_3,606,5
55_5_20078_1,607,5
55_69_20070_4,608,5
55_107_20164_2,609,5
55_75_20621_3,610,5
55_113_29009_3,611,5
55_7_20569_4,612,5
55_75_20394_2,613,5
55_83_20036_4,614,5
55_67_20329_4,615,5
55_7_29005_4,616,5
55_107_20164_1,617,5
55_141_20381_4,618,5
55_7_20377_1,619,5
55_31_20290_4,620,5
55_119_20089_4,621,5
55_75_20733_3,622,5
55_7_20654_4,623,5
55_107_20363_1,624,5
55_113_20548_2,625,5
55_75_20308_4,626,5
55_31_20592_2,627,5
55_13_20397_1,628,5
55_111_20133_2,629,5
55_35_20117_2,630,5
55_107_20225_3,631,5
55_31_20290_2,632,5
55_19_20497_3,633,5
55_7_20205_4,634,5
55_129_20409_1,635,5
55_75_20664_3,636,5
55_113_20612_3,637,5
55_78_20055_2,638,5
55_99_20023_2,639,5
55_13_20263_4,640,5
55_7_20330_3,641,5
55_57_20296_1,642,5
55_125_20043_3,643,5
55_17_20445_4,644,5
55_83_20485_1,645,5
55_7_20572_4,646,5
55_35_20303_3,647,5
55_11_20085_3,648,5
55_75_20729_3,649,5
55_119_20114_1,650,5
55_67_20417_2,651,5
55_119_20431_4,652,5
55_19_20464_3,653,5
55_67_20329_3,654,5
55_3_20102_1,655,5
55_31_20714_3,656,5
55_95_20363_3,657,5
55_83_20105_2,658,5
55_85_20095_4,659,5
55_141_20230_2,660,5
55_115_20269_3,661,5
55_129_20415_3,662,5
55_69_20249_1,663,5
55_67_20244_2,664,5
55_31_20663_1,665,5
55_111_20421_3,666,5
55_7_20392_3,667,5
55_107_20281_2,668,5
55_35_20292_3,669,5
55_51_20101_2,670,5
55_129_20016_3,671,5
55_7_20649_4,672,5
55_3_20059_1,673,5
55_83_20324_1,674,5
55_83_20397_4,675,5
55_11_20305_3,676,5
55_41_20402_3,677,5
55_113_20121_1,678,5
55_41_20059_4,679,5
55_33_20414_3,680,5
55_125_20385_4,681,5
55_129_20091_4,682,5
55_13_20393_3,683,5
55_85_20355_1,684,5
55_75_20433_3,685,5
55_113_20537_3,686,5
55_85_20499_1,687,5
55_109_20353_2,688,5
55_7_20711_4,689,5
55_119_20249_1,690,5
55_7_20126_1,691,5
55_69_20290_4,692,5
55_85_20503_1,693,5
55_19_20507_3,694,5
55_119_20381_3,695,5
55_33_20201_3,696,5
55_13_20199_3,697,5
55_13_20457_4,698,5
55_19_20554_3,699,5
55_69_20353_1,700,5
55_33_20331_1,701,5
55_7_20431_3,702,5
55_41_20374_3,703,5
55_31_20122_1,704,5
55_95_20097_3,705,5
55_41_20088_2,706,5
55_53_20371_2,707,5
55_83_20348_3,708,5
55_113_20123_2,709,5
55_85_20611_2,710,5
55_111_20323_2,711,5
55_113_20231_3,712,5
55_31_20600_4,713,5
55_5_20423_1,714,5
55_33_20319_4,715,5
55_53_20213_3,716,5
55_3_20307_3,717,5
55_83_20067_3,718,5
55_5_20408_4,719,5
55_85_20449_1,720,5
55_67_20003_4,721,5
55_53_20203_1,722,5
55_69_20089_2,723,5
55_129_20294_2,724,5
55_81_20402_2,725,5
55_7_20521_2,726,5
55_119_20375_4,727,5
55_75_20546_1,728,5
55_129_20096_1,729,5
55_73_20296_2,730,5
55_67_20244_4,731,5
55_3_20225_1,732,5
55_113_20096_1,733,5
55_13_20427_2,734,5
55_99_20553_1,735,5
55_141_20053_2,736,5
55_75_20273_4,737,5
55_85_20632_4,738,5
55_73_20727_2,739,5
55_73_20677_3,740,5
55_3_20113_3,741,5
55_53_20043_2,742,5
55_99_20551_3,743,5
55_85_20582_4,744,5
55_75_20676_1,745,5
55_89_20003_4,746,5
55_109_20320_4,747,5
55_125_20468_2,748,5
55_83_20432_2,749,5
55_81_20066_1,750,5
55_73_20641_3,751,5
55_75_20226_1,752,5
55_85_20400_2,753,5
55_111_20395_3,754,5
55_41_20132_4,755,5
55_41_20310_2,756,5
55_37_20235_1,757,5
55_107_20417_1,758,5
55_107_20429_1,759,5
55_119_20034_2,760,5
55_109_20111_2,761,5
55_99_20047_3,762,5
55_67_20407_1,763,5
55_31_20498_4,764,5
55_41_20419_4,765,5
55_95_20185_4,766,5
55_3_20106_4,767,5
55_41_20043_3,768,5
55_109_20141_1,769,5
55_69_20231_1,770,5
55_123_20289_3,771,5
55_7_20575_2,772,5
55_7_20134_1,773,5
55_107_20166_3,774,5
55_19_20481_2,775,5
55_95_20436_3,776,5
55_113_29011_3,777,5
55_51_20386_1,778,5
55_31_20594_1,779,5
55_99_20565_2,780,5
55_7_20604_1,781,5
55_119_20387_2,782,5
55_13_20246_3,783,5
55_99_20554_4,784,5
55_123_20185_3,785,5
55_31_20588_4,786,5
55_113_20579_3,787,5
55_129_20264_1,788,5
55_7_29027_2,789,5
55_99_20565_4,790,5
55_115_20399_4,791,5
55_113_20499_2,792,5
55_67_20129_2,793,5
55_78_20225_3,794,5
55_113_20593_1,795,5
55_103_20222_4,796,5
55_37_20116_4,797,5
55_129_20207_1,798,5
55_115_20395_4,799,5
55_67_20352_4,800,5
55_113_20323_3,801,5
55_5_20315_4,802,5
55_7_20622_1,803,5
55_67_20197_2,804,5
55_19_20559_1,805,5
55_7_20452_4,806,5
55_115_20401_2,807,5
55_75_20579_4,808,5
55_41_20081_3,809,5
55_75_20617_4,810,5
55_43_20425_2,811,5
55_7_20094_3,812,5
55_78_20085_1,813,5
55_45_20244_3,814,5
55_95_20436_1,815,5
55_78_20213_1,816,5
55_125_20294_1,817,5
55_23_20278_2,818,5
55_71_20174_2,819,5
55_83_29005_4,820,5
55_67_20402_3,821,5
55_7_20171_2,822,5
55_69_20392_2,823,5
55_75_20603_2,824,5
55_113_20403_4,825,5
55_31_20298_4,826,5
55_7_20650_1,827,5
55_51_20188_2,828,5
55_78_20064_2,829,5
55_31_20295_3,830,5
55_78_20036_3,831,5
55_103_20222_1,832,5
55_41_20347_2,833,5
55_41_20370_4,834,5
55_73_20129_2,835,5
55_13_20094_4,836,5
55_85_20121_1,837,5
55_99_20485_1,838,5
55_41_20025_2,839,5
55_41_20221_4,840,5
55_31_20174_3,841,5
55_7_20506_1,842,5
55_93_20230_4,843,5
55_78_20228_4,844,5
55_107_20135_4,845,5
55_19_20591_2,846,5
55_67_20279_2,847,5
55_123_20324_1,848,5
55_51_20133_3,849,5
55_51_20429_3,850,5
55_135_20304_2,851,5
55_73_20013_1,852,5
55_91_10236_1,853,5
55_67_20313_2,854,5
55_41_20359_1,855,5
55_41_20269_3,856,5
55_107_20166_1,857,5
55_41_20221_1,858,5
55_67_20131_1,859,5
55_37_20020_1,860,5
55_113_20001_1,861,5
55_7_20049_2,862,5
55_33_20143_4,863,5
55_67_20395_3,864,5
55_113_20511_3,865,5
55_95_20493_4,866,5
55_113_20227_3,867,5
55_3_20278_1,868,5
55_113_20593_2,869,5
55_67_20448_3,870,5
55_41_20373_1,871,5
55_31_20294_3,872,5
55_125_20442_3,873,5
55_125_20504_1,874,5
55_67_20416_4,875,5
55_41_20373_3,876,5
55_71_20350_2,877,5
55_41_20322_4,878,5
55_123_20240_3,879,5
55_113_20536_3,880,5
55_41_20153_4,881,5
55_51_20428_4,882,5
55_69_20031_1,883,5
55_3_20164_2,884,5
55_41_20168_1,885,5
55_113_20650_2,886,5
55_3_20052_3,887,5
55_93_20279_1,888,5
55_67_20408_2,889,5
55_67_20351_3,890,5
55_67_20370_1,891,5
55_85_20266_2,892,5
55_7_20689_4,893,5
55_3_20052_1,894,5
55_73_20686_4,895,5
55_99_20495_4,896,5
55_51_20382_2,897,5
55_119_20317_2,898,5
55_41_20353_2,899,5
55_113_20145_4,900,5
55_113_20111_4,901,5
55_25_20106_4,902,5
55_67_20324_1,903,5
55_73_20120_2,904,5
55_41_20214_2,905,5
55_123_20362_1,906,5
55_3_20327_2,907,5
55_33_20325_1,908,5
55_91_10236_3,909,5
55_67_20442_2,910,5
55_17_20522_4,911,5
55_51_20406_1,912,5
55_85_20266_4,913,5
55_23_20229_2,914,5
55_41_20397_2,915,5
55_3_20558_2,916,5
55_41_20013_1,917,5
55_25_20106_1,918,5
55_73_20761_2,919,5
55_51_20108_1,920,5
55_113_20383_4,921,5
55_119_20421_1,922,5
55_3_20217_4,923,5
55_113_29009_4,924,5
55_41_20023_3,925,5
55_13_20392_3,926,5
55_3_20411_3,927,5
55_41_20420_3,928,5
55_78_20242_3,929,5
55_81_20341_2,930,5
55_19_20389_4,931,5
55_7_20645_2,932,5
55_73_20674_4,933,5
55_107_20055_3,934,5
55_3_20225_4,935,5
55_41_20357_4,936,5
55_75_20562_1,937,5
55_135_20363_2,938,5
55_129_20133_4,939,5
55_3_20018_3,940,5
55_53_20331_3,941,5
55_119_20231_3,942,5
55_41_20289_3,943,5
55_129_20408_1,944,5
55_107_20184_4,945,5
55_67_20248_3,946,5
55_121_20226_2,947,5
55_31_20174_4,948,5
55_11_20074_1,949,5
55_67_20246_4,950,5
55_75_20532_3,951,5
55_3_20504_4,952,5
55_57_20007_1,953,5
55_107_20155_4,954,5
55_129_20220_3,955,5
55_141_20380_3,956,5
55_85_20019_3,957,5
55_73_20684_1,958,5
55_7_20596_4,959,5
55_17_20106_1,960,5
55_33_20231_2,961,5
55_19_20296_3,962,5
55_17_20493_4,963,5
55_17_20406_1,964,5
55_85_20079_2,965,5
55_113_20211_4,966,5
55_33_20319_2,967,5
55_129_20028_2,968,5
55_31_20091_3,969,5
55_125_20384_2,970,5
55_119_20148_2,971,5
55_63_20158_3,972,5
55_125_20043_4,973,5
55_7_20696_4,974,5
55_29_20325_1,975,5
55_31_20654_3,976,5
55_99_20596_2,977,5
55_67_20343_3,978,5
55_83_20171_3,979,5
55_113_20436_1,980,5
55_7_20014_2,981,5
55_13_20445_3,982,5
55_19_20567_2,983,5
55_7_20554_2,984,5
55_3_20550_2,985,5
55_129_20314_1,986,5
55_107_20388_3,987,5
55_31_20306_1,988,5
55_99_20197_2,989,5
55_31_20330_3,990,5
55_75_20612_3,991,5
55_85_20610_3,992,5
55_29_20087_3,993,5
55_119_20089_1,994,5
55_25_20226_2,995,5
55_33_20186_2,996,5
55_111_20180_2,997,5
55_63_20114_1,998,5
55_23_20181_1,999,5
55_107_20430_4,1000,5
55_29_20454_4,1001,5
55_43_20434_1,1002,5
55_103_20178_3,1003,5
55_63_20114_3,1004,5
55_43_20324_3,1005,5
55_19_20128_4,1006,5
55_43_20135_3,1007,5
55_111_20418_3,1008,5
55_103_20262_1,1009,5
55_121_20360_1,1010,5
55_123_20202_1,1011,5
55_103_20209_2,1012,5
55_95_20383_1,1013,5
55_93_20235_4,1014,5
55_77_20225_1,1015,5
55_107_20433_2,1016,5
55_123_20160_1,1017,5
55_83_20099_4,1018,5
55_107_20062_1,1019,5
55_121_20127_4,1020,5
55_17_20226_1,1021,5
55_141_20384_1,1022,5
55_25_20289_3,1023,5
55_115_20395_1,1024,5
55_111_20010_4,1025,5
55_137_20259_1,1026,5
55_49_20029_4,1027,5
55_81_20470_1,1028,5
55_25_20050_1,1029,5
55_53_20143_4,1030,5
55_123_20100_3,1031,5
55_123_20028_3,1032,5
55_11_20163_3,1033,5
55_63_20100_3,1034,5
55_119_20313_3,1035,5
55_75_20035_3,1036,5
55_67_20337_1,1037,5
55_115_20413_1,1038,5
55_67_20111_3,1039,5
55_29_20145_2,1040,5
55_95_20099_3,1041,5
55_3_20591_2,1042,5
55_71_20383_3,1043,5
55_5_20178_3,1044,5
55_23_20121_4,1045,5
55_3_20256_3,1046,5
55_115_20450_3,1047,5
55_83_20439_4,1048,5
55_33_20246_2,1049,5
55_23_20168_4,1050,5
55_113_20230_1,1051,5
55_67_20019_2,1052,5
55_123_20238_4,1053,5
55_123_20148_4,1054,5
55_3_20155_3,1055,5
55_99_20314_4,1056,5
55_41_20276_1,1057,5
55_19_20592_2,1058,5
55_115_20332_3,1059,5
55_41_20296_4,1060,5
55_3_20216_4,1061,5
55_51_20348_4,1062,5
55_135_20318_4,1063,5
55_67_20338_4,1064,5
55_115_20451_2,1065,5
55_69_20430_2,1066,5
55_67_20315_4,1067,5
